OfficeID,OfficeName,LanguageID,LanguageName,BookmarkName,Translation,OfficeElement
29,"Rome",4,Italian,bmkMarketingDisclaimer,"Studio Legale Associato
Via Manzoni, 41, 20121 Milano Italia | Tel +39 02 290 491 | Fax +39 02 290 49333
Corso Vittorio Emanuele II, 284, 00186 Roma Italia | Tel +39 06 684 271 | Fax +39 06 684 27333
www.allenovery.com
In questo documento, Allen & Overy indica Allen & Overy LLP e/o sue affiliate. Il termine partner è utilizzato con riferimento ai soci di Allen & Overy LLP, a dipendenti e consulenti di pari livello o a professionisti con una posizione equivalente all’interno delle strutture affiliate a Allen & Overy LLP.",MarketingDisclaimer
30,"Bangkok",1,English (UK),bmkMarketingDisclaimer,"Allen & Overy (Thailand) Co., Ltd
22nd Floor, Sindhorn Tower 3, 130-132 Wireless Road, Lumpini, Pathumwan Bangkok 10330 Thailand | Tel +66 (0)2 263 7600 | Fax +66 (0)2 263 7699 | www.allenovery.com
In this document, Allen & Overy means Allen & Overy LLP and/or its affiliated undertakings.  The term partner is used to refer to a member of Allen & Overy LLP or an employee or consultant with equivalent standing and qualifications or an individual with equivalent status in one of Allen & Overy LLP's affiliated undertakings.",MarketingDisclaimer
33,"Singapore - ASSPL",1,English (UK),bmkMarketingDisclaimer,"Allen & Overy LLP
50 Collyer Quay, #09-01 OUE Bayfront Singapore 049321 | Tel +65 (0)6671 6000 | Fax +65 (0)6671 6499 | www.allenovery.com
In this document, Allen & Overy means Allen & Overy LLP and/or its affiliated undertakings.  The term partner is used to refer to a member of Allen & Overy LLP or an employee or consultant with equivalent standing and qualifications or an individual with equivalent status in one of Allen & Overy LLP's affiliated undertakings.",MarketingDisclaimer
34,"Düsseldorf",1,English (UK),bmkMarketingDisclaimer,"Allen & Overy LLP
Breite Straße 27, 40213 Düsseldorf, Germany | Tel +49 (0)211 2806 7000 | Fax +49 (0)211 2806 7800
Bockenheimer Landstraße 2, 60306 Frankfurt am Main, Germany | Tel +49 (0)69 2648 5000 | Fax +49 (0)69 2648 5800
Kehrwieder 12, 20457 Hamburg, Germany | Tel +49 (0)40 82 221 20 | Fax +49 (0)40 82 221 2200
Am Victoria-Turm 2, 68163 Mannheim, Germany | Tel +49 (0)621 3285 6300 | Fax +49 (0)621 3285 6400
Maximilianstraße 35, 80539 Munich, Germany | Tel +49 (0)89 71043 3000 | Fax +49 (0)89 71043 3800
www.allenovery.com
In this document, Allen & Overy means Allen & Overy LLP and/or its affiliated undertakings.  The term partner is used to refer to a member of Allen & Overy LLP or an employee or consultant with equivalent standing and qualifications or an individual with equivalent status in one of Allen & Overy LLP's affiliated undertakings.",MarketingDisclaimer
34,"Düsseldorf",6,German,bmkMarketingDisclaimer,"Allen & Overy LLP
Breite Straße 27, 40213 Düsseldorf | Tel +49 (0)211 2806 7000 | Fax +49 (0)211 2806 7800
Bockenheimer Landstraße 2, 60306 Frankfurt am Main | Tel +49 (0)69 2648 5000 | Fax +49 (0)69 2648 5800
Kehrwieder 12, 20457 Hamburg | Tel +49 (0)40 82 221 20 | Fax +49 (0)40 82 221 2200
Am Victoria-Turm 2, 68163 Mannheim | Tel +49 (0)621 3285 6300 | Fax +49 (0)621 3285 6400
Maximilianstraße 35, 80539 München | Tel +49 (0)89 71043 3000 | Fax +49 (0)89 71043 3800
www.allenovery.de
In diesem Dokument bezieht sich ""Allen & Overy"" auf ""Allen & Overy LLP bzw. ihre verbundenen Unternehmen"". Jeder Hinweis auf Partner bezieht sich auf die Gesellschafter der Allen & Overy LLP bzw. Mitarbeiter oder Berater der Allen & Overy LLP, deren Status und Qualifikationen denen eines Gesellschafters entsprechen, oder eine Person mit gleichwertigem Status in einem verbundenen Unternehmen der Allen & Overy LLP.",MarketingDisclaimer
35,"Riyadh",1,English (UK),bmkMarketingDisclaimer,"Allen & Overy LLP 
5th Floor, Al Mamoura Building B, Muroor Road, P.O. Box 7907 Abu Dhabi United Arab Emirates | Tel +971 (0)2 418 0400 | Fax +971 (0)2 418 0499 
Level 2, Gate Village Building No. 8, Dubai International Financial Centre, PO Box 506678 Dubai United Arab Emirates | Tel +971 (0)4 426 7100 | Fax +971 (0)4 426 7199 
23rd Floor, Tornado Tower, Al Funduq Street, West Bay, PO Box 24205 Doha Qatar | Tel 00 (0)974 4419 4444 | Fax 00 (0)974 4419 4599 
Abdulaziz AlGasim in association with Allen & Overy LLP 
7758-King Fahad Road, Olaya-Unit No.3, Riyadh 12333-4187 Kingdom of Saudi Arabia, 4th floor,Al-Mada | Tel +966 (0)1 218 2900 | Fax +966 (0)1 460 0602 
www.allenovery.com 
In this document, Allen & Overy means Allen & Overy LLP and/or its affiliated undertakings.  The term partner is used to refer to a member of Allen & Overy LLP or an employee or consultant with equivalent standing and qualifications or an individual with equivalent status in one of Allen & Overy LLP's affiliated undertakings.",MarketingDisclaimer
36,"Abu Dhabi",1,English (UK),bmkMarketingDisclaimer,"Allen & Overy LLP
5th Floor, Al Mamoura Building B, Muroor Road, P.O. Box 7907 Abu Dhabi United Arab Emirates | Tel +971 (0)2 418 0400 | Fax +971 (0)2 418 0499
Level 2, Gate Village Building No. 8, Dubai International Financial Centre, PO Box 506678 Dubai United Arab Emirates | Tel +971 (0)4 426 7100 | Fax +971 (0)4 426 7199
23rd Floor, Tornado Tower, Al Funduq Street, West Bay, PO Box 24205 Doha Qatar | Tel 00 (0)974 4419 4444 | Fax 00 (0)974 4419 4599
Abdulaziz AlGasim in association with Allen & Overy LLP
7758-King Fahad Road, Olaya-Unit No.3, Riyadh 12333-4187 Kingdom of Saudi Arabia, 4th floor,Al-Mada | Tel +966 (0)1 218 2900 | Fax +966 (0)1 460 0602
www.allenovery.com
In this document, Allen & Overy means Allen & Overy LLP and/or its affiliated undertakings.  The term partner is used to refer to a member of Allen & Overy LLP or an employee or consultant with equivalent standing and qualifications or an individual with equivalent status in one of Allen & Overy LLP's affiliated undertakings.",MarketingDisclaimer
38,"Munich",1,English (UK),bmkMarketingDisclaimer,"Allen & Overy LLP
Breite Straße 27, 40213 Düsseldorf, Germany | Tel +49 (0)211 2806 7000 | Fax +49 (0)211 2806 7800
Bockenheimer Landstraße 2, 60306 Frankfurt am Main, Germany | Tel +49 (0)69 2648 5000 | Fax +49 (0)69 2648 5800
Kehrwieder 12, 20457 Hamburg, Germany | Tel +49 (0)40 82 221 20 | Fax +49 (0)40 82 221 2200
Am Victoria-Turm 2, 68163 Mannheim, Germany | Tel +49 (0)621 3285 6300 | Fax +49 (0)621 3285 6400
Maximilianstraße 35, 80539 Munich, Germany | Tel +49 (0)89 71043 3000 | Fax +49 (0)89 71043 3800
www.allenovery.com
In this document, Allen & Overy means Allen & Overy LLP and/or its affiliated undertakings.  The term partner is used to refer to a member of Allen & Overy LLP or an employee or consultant with equivalent standing and qualifications or an individual with equivalent status in one of Allen & Overy LLP's affiliated undertakings.",MarketingDisclaimer
38,"Munich",6,German,bmkMarketingDisclaimer,"Allen & Overy LLP
Breite Straße 27, 40213 Düsseldorf | Tel +49 (0)211 2806 7000 | Fax +49 (0)211 2806 7800
Bockenheimer Landstraße 2, 60306 Frankfurt am Main | Tel +49 (0)69 2648 5000 | Fax +49 (0)69 2648 5800
Kehrwieder 12, 20457 Hamburg | Tel +49 (0)40 82 221 20 | Fax +49 (0)40 82 221 2200
Am Victoria-Turm 2, 68163 Mannheim | Tel +49 (0)621 3285 6300 | Fax +49 (0)621 3285 6400
Maximilianstraße 35, 80539 München | Tel +49 (0)89 71043 3000 | Fax +49 (0)89 71043 3800
www.allenovery.de
In diesem Dokument bezieht sich ""Allen & Overy"" auf ""Allen & Overy LLP bzw. ihre verbundenen Unternehmen"". Jeder Hinweis auf Partner bezieht sich auf die Gesellschafter der Allen & Overy LLP bzw. Mitarbeiter oder Berater der Allen & Overy LLP, deren Status und Qualifikationen denen eines Gesellschafters entsprechen, oder eine Person mit gleichwertigem Status in einem verbundenen Unternehmen der Allen & Overy LLP.",MarketingDisclaimer
40,"Doha",1,English (UK),bmkMarketingDisclaimer,"Allen & Overy LLP
5th Floor, Al Mamoura Building B, Muroor Road, P.O. Box 7907 Abu Dhabi United Arab Emirates | Tel +971 (0)2 418 0400 | Fax +971 (0)2 418 0499
Level 2, Gate Village Building No. 8, Dubai International Financial Centre, PO Box 506678 Dubai United Arab Emirates | Tel +971 (0)4 426 7100 | Fax +971 (0)4 426 7199
23rd Floor, Tornado Tower, Al Funduq Street, West Bay, PO Box 24205 Doha Qatar | Tel 00 (0)974 4419 4444 | Fax 00 (0)974 4419 4599
Abdulaziz AlGasim in association with Allen & Overy LLP
7758-King Fahad Road, Olaya-Unit No.3, Riyadh 12333-4187 Kingdom of Saudi Arabia, 4th floor,Al-Mada | Tel +966 (0)1 218 2900 | Fax +966 (0)1 460 0602
www.allenovery.com
In this document, Allen & Overy means Allen & Overy LLP and/or its affiliated undertakings.  The term partner is used to refer to a member of Allen & Overy LLP or an employee or consultant with equivalent standing and qualifications or an individual with equivalent status in one of Allen & Overy LLP's affiliated undertakings.",MarketingDisclaimer
42,"Athens",1,English (UK),bmkMarketingDisclaimer,"Allen & Overy (Greece) LLP
2 Navarchou Nikodimou, 105 57 Athens Greece | Tel +30 (0)210 3256030 | Fax +30 (0)210 3256036 | www.allenovery.com
In this document, Allen & Overy means Allen & Overy LLP and/or its affiliated undertakings.  The term partner is used to refer to a member of Allen & Overy LLP or an employee or consultant with equivalent standing and qualifications or an individual with equivalent status in one of Allen & Overy LLP's affiliated undertakings.",MarketingDisclaimer
42,"Athens",16,Greek,bmkMarketingDisclaimer," ",MarketingDisclaimer
43,"São Paulo",1,English (UK),bmkMarketingDisclaimer,"Allen & Overy LLP – Consultores em Direito Estrangeiro / Direito Norte-Americano
Rua das Olimpíadas, 100 - 10ºandar, Vila Olímpia, CEP: 04551-000 São Paulo - SP, Brazil | Tel +55 (0)11 3848-8750 | Fax +55 (0)11 3049-8048 | www.allenovery.com
In this document, Allen & Overy means Allen & Overy LLP and/or its affiliated undertakings.  The term partner is used to refer to a member of Allen & Overy LLP or an employee or consultant with equivalent standing and qualifications or an individual with equivalent status in one of Allen & Overy LLP's affiliated undertakings.",MarketingDisclaimer
43,"São Paulo",17,Portuguese (Brazil),bmkMarketingDisclaimer,"Allen & Overy LLP – Consultores em Direito Estrangeiro / Direito Norte-Americano
Rua das Olimpíadas, 100 - 10º andar, Vila Olímpica, CEP: 04551-000, São Paulo - SP Brasil | Tel +55 (11) 3848-8750 | Fax +55 (11) 3049-8048 | www.allenovery.com
Neste documento, Allen & Overy se refere a Allen & Overy LLP e/ou suas empresas afiliadas. O termo sócio é usado para fazer referência a um membro de Allen & Overy LLP ou a um empregado ou consultor com uma posição e umas qualificações equivalentes ou um indivíduo com um status equivalente em uma das empresas afiliadas de Allen & Overy LLP.",MarketingDisclaimer
47,"Sydney - Law",1,English (UK),bmkMarketingDisclaimer,"Allen & Overy
Level 27, Exchange Plaza, 2 The Esplanade Perth WA 6000 Australia | Tel +61 (0)8 6315 5900 | Fax +61 (0)8 6315 5999
Level 25, 85 Castlereagh Street, Sydney NSW 2000 Australia | Tel +61 (0)2 9373 7700 | Fax +61 (0)2 9373 7710
www.allenovery.com
In this document, Allen & Overy means Allen & Overy LLP and/or its affiliated undertakings.  The term partner is used to refer to a member of Allen & Overy LLP or an employee or consultant with equivalent standing and qualifications or an individual with equivalent status in one of Allen & Overy LLP's affiliated undertakings.",MarketingDisclaimer
47,"Sydney - Law",15,English (AUS),bmkMarketingDisclaimer,"Allen & Overy
Level 27, Exchange Plaza, 2 The Esplanade Perth WA 6000 Australia | Tel +61 (0)8 6315 5900 | Fax +61 (0)8 6315 5999
Level 25, 85 Castlereagh Street, Sydney NSW 2000 Australia | Tel +61 (0)2 9373 7700 | Fax +61 (0)2 9373 7710
www.allenovery.com
In this document, Allen & Overy means Allen & Overy LLP and/or its affiliated undertakings.  The term partner is used to refer to a member of Allen & Overy LLP or an employee or consultant with equivalent standing and qualifications or an individual with equivalent status in one of Allen & Overy LLP's affiliated undertakings.",MarketingDisclaimer
48,"Perth - Law",1,English (UK),bmkMarketingDisclaimer,"Allen & Overy
Level 27, Exchange Plaza, 2 The Esplanade Perth WA 6000 Australia | Tel +61 (0)8 6315 5900 | Fax +61 (0)8 6315 5999
Level 25, 85 Castlereagh Street, Sydney NSW 2000 Australia | Tel +61 (0)2 9373 7700 | Fax +61 (0)2 9373 7710
www.allenovery.com
In this document, Allen & Overy means Allen & Overy LLP and/or its affiliated undertakings.  The term partner is used to refer to a member of Allen & Overy LLP or an employee or consultant with equivalent standing and qualifications or an individual with equivalent status in one of Allen & Overy LLP's affiliated undertakings.",MarketingDisclaimer
48,"Perth - Law",15,English (AUS),bmkMarketingDisclaimer,"Allen & Overy
Level 27, Exchange Plaza, 2 The Esplanade Perth WA 6000 Australia | Tel +61 (0)8 6315 5900 | Fax +61 (0)8 6315 5999
Level 25, 85 Castlereagh Street, Sydney NSW 2000 Australia | Tel +61 (0)2 9373 7700 | Fax +61 (0)2 9373 7710
www.allenovery.com
In this document, Allen & Overy means Allen & Overy LLP and/or its affiliated undertakings.  The term partner is used to refer to a member of Allen & Overy LLP or an employee or consultant with equivalent standing and qualifications or an individual with equivalent status in one of Allen & Overy LLP's affiliated undertakings.",MarketingDisclaimer
49,"Mannheim",1,English (UK),bmkMarketingDisclaimer,"Allen & Overy LLP
Breite Straße 27, 40213 Düsseldorf, Germany | Tel +49 (0)211 2806 7000 | Fax +49 (0)211 2806 7800
Bockenheimer Landstraße 2, 60306 Frankfurt am Main, Germany | Tel +49 (0)69 2648 5000 | Fax +49 (0)69 2648 5800
Kehrwieder 12, 20457 Hamburg, Germany | Tel +49 (0)40 82 221 20 | Fax +49 (0)40 82 221 2200
Am Victoria-Turm 2, 68163 Mannheim, Germany | Tel +49 (0)621 3285 6300 | Fax +49 (0)621 3285 6400
Maximilianstraße 35, 80539 Munich, Germany | Tel +49 (0)89 71043 3000 | Fax +49 (0)89 71043 3800
www.allenovery.com
In this document, Allen & Overy means Allen & Overy LLP and/or its affiliated undertakings.  The term partner is used to refer to a member of Allen & Overy LLP or an employee or consultant with equivalent standing and qualifications or an individual with equivalent status in one of Allen & Overy LLP's affiliated undertakings.",MarketingDisclaimer
49,"Mannheim",6,German,bmkMarketingDisclaimer,"Allen & Overy LLP
Breite Straße 27, 40213 Düsseldorf | Tel +49 (0)211 2806 7000 | Fax +49 (0)211 2806 7800
Bockenheimer Landstraße 2, 60306 Frankfurt am Main | Tel +49 (0)69 2648 5000 | Fax +49 (0)69 2648 5800
Kehrwieder 12, 20457 Hamburg | Tel +49 (0)40 82 221 20 | Fax +49 (0)40 82 221 2200
Am Victoria-Turm 2, 68163 Mannheim | Tel +49 (0)621 3285 6300 | Fax +49 (0)621 3285 6400
Maximilianstraße 35, 80539 München | Tel +49 (0)89 71043 3000 | Fax +49 (0)89 71043 3800
www.allenovery.de
In diesem Dokument bezieht sich ""Allen & Overy"" auf ""Allen & Overy LLP bzw. ihre verbundenen Unternehmen"". Jeder Hinweis auf Partner bezieht sich auf die Gesellschafter der Allen & Overy LLP bzw. Mitarbeiter oder Berater der Allen & Overy LLP, deren Status und Qualifikationen denen eines Gesellschafters entsprechen, oder eine Person mit gleichwertigem Status in einem verbundenen Unternehmen der Allen & Overy LLP.",MarketingDisclaimer
50,"Jakarta",1,English (UK),bmkMarketingDisclaimer,"Ginting & Reksodiputro in association with Allen & Overy LLP
The Energy Building, 15th Floor, Sudirman Central Business District, Jl Jend Sudirman Kav 52-53, Jakarta 12190 Indonesia | Tel +62 (0)21 2995 1700 | Fax +62 (0)21 2995 1799 | www.allenovery.com
In this document, Allen & Overy means Allen & Overy LLP and/or its affiliated undertakings.  The term partner is used to refer to a member of Allen & Overy LLP or an employee or consultant with equivalent standing and qualifications or an individual with equivalent status in one of Allen & Overy LLP's affiliated undertakings.",MarketingDisclaimer
50,"Jakarta",14,English (US),bmkMarketingDisclaimer,"Ginting & Reksodiputro in association with Allen & Overy LLP
The Energy Building, 15th Floor, Sudirman Central Business District, Jl Jend Sudirman Kav 52-53, Jakarta 12190 Indonesia | Tel +62 (0)21 2995 1700 | Fax +62 (0)21 2995 1799 | www.allenovery.com
In this document, Allen & Overy means Allen & Overy LLP and/or its affiliated undertakings.  The term partner is used to refer to a member of Allen & Overy LLP or an employee or consultant with equivalent standing and qualifications or an individual with equivalent status in one of Allen & Overy LLP's affiliated undertakings.",MarketingDisclaimer
54,"A&O Holdings",1,English (UK),bmkMarketingDisclaimer,"Allen & Overy LLP
One Bishops Square, London E1 6AD United Kingdom | Tel +44 (0)20 3088 0000 | Fax +44 (0)20 3088 0088 |
www.allenovery.com
In this document, Allen & Overy means Allen & Overy LLP and/or its affiliated undertakings.  The term partner is used to refer to a member of Allen & Overy LLP or an employee or consultant with equivalent standing and qualifications or an individual with equivalent status in one of Allen & Overy LLP's affiliated undertakings.",MarketingDisclaimer
57,"Belfast - Law",1,English (UK),bmkMarketingDisclaimer,"Allen & Overy LLP
One Bishops Square, London E1 6AD United Kingdom | Tel +44 (0)20 3088 0000 | Fax +44 (0)20 3088 0088 |
www.allenovery.com
In this document, Allen & Overy means Allen & Overy LLP and/or its affiliated undertakings.  The term partner is used to refer to a member of Allen & Overy LLP or an employee or consultant with equivalent standing and qualifications or an individual with equivalent status in one of Allen & Overy LLP's affiliated undertakings.",MarketingDisclaimer
57,"Belfast - Law",1,English (UK),bmkMarketingDisclaimer,"Allen & Overy LLP
One Bishops Square, London E1 6AD United Kingdom | Tel +44 (0)20 3088 0000 | Fax +44 (0)20 3088 0088 |
www.allenovery.com
In this document, Allen & Overy means Allen & Overy LLP and/or its affiliated undertakings.  The term partner is used to refer to a member of Allen & Overy LLP or an employee or consultant with equivalent standing and qualifications or an individual with equivalent status in one of Allen & Overy LLP's affiliated undertakings.",MarketingDisclaimer
59,"Washington, D.C.",14,English (US),bmkMarketingDisclaimer,"Allen & Overy LLP
1221 Avenue of the Americas, New York NY 10020 United States of America | Tel +1 (0)212 610 6300 | Fax +1(0) 212 610 6399
1301 K Street NW, 9th Floor, East Tower, Washington D.C. 20005 United States of America | Tel +1 (0)202 683 3800 | Fax +1 (0)202 683 3999
www.allenovery.com
In this document, Allen & Overy means Allen & Overy LLP and/or its affiliated undertakings.  The term partner is used to refer to a member of Allen & Overy LLP or an employee or consultant with equivalent standing and qualifications or an individual with equivalent status in one of Allen & Overy LLP's affiliated undertakings.",MarketingDisclaimer
61,"Casablanca",1,English (UK),bmkMarketingDisclaimer,"Naciri & Associés Allen & Overy
Naciri & Associés Allen & Overy is a partnership regulated by the Casablanca Bar
Twin Center - Tour A, 7th floor, Corners of Bds Zerktouni and Massira Al Khadra Casablanca | Tel +212 520 478 000 | Fax +212 520 478 100 | www.allenovery.com
In this document, Allen & Overy means Allen & Overy LLP and/or its affiliated undertakings.  The term partner is used to refer to a member of Allen & Overy LLP or an employee or consultant with equivalent standing and qualifications or an individual with equivalent status in one of Allen & Overy LLP's affiliated undertakings.",MarketingDisclaimer
61,"Casablanca",2,French,bmkMarketingDisclaimer,"Naciri & Associés Allen & Overy
Naciri & Associés Allen & Overy est une association d'avocats soumise aux règles du Barreau de Casablanca
Twin Center - Tour A, 7th floor, Corners of Bds Zerktouni and Massira Al Khadra Casablanca | Tel +212 520 478 000 | Fax +212 520 478 100 | www.allenovery.com
Dans ce document, toute référence à Allen & Overy signifie Allen & Overy LLP ou une entité affiliée.  Le terme associé désigne un membre d'Allen & Overy LLP, un collaborateur ou un consultant ayant un statut et des qualifications équivalentes dans l'une des entités affiliées d'Allen & Overy LLP.",MarketingDisclaimer
62,"Bucharest",1,English (UK),bmkMarketingDisclaimer,"Radu Tărăcilă Pădurari Retevoescu SCA in association with Allen & Overy LLP
60 Dacia Boulevard, 020061 Bucharest 2 Romania | Tel +40 (0)31 405 7777 or (0)21 201 9213 | Fax +40 (0)31 405 7778 | www.allenovery.com
In this document, Allen & Overy means Allen & Overy LLP and/or its affiliated undertakings.  The term partner is used to refer to a member of Allen & Overy LLP or an employee or consultant with equivalent standing and qualifications or an individual with equivalent status in one of Allen & Overy LLP's affiliated undertakings.",MarketingDisclaimer
62,"Bucharest",1,English (UK),bmkMarketingDisclaimer,"Radu Tărăcilă Pădurari Retevoescu SCA in association with Allen & Overy LLP
60 Dacia Boulevard, 020061 Bucharest 2 Romania | Tel +40 (0)31 405 7777 or (0)21 201 9213 | Fax +40 (0)31 405 7778 | www.allenovery.com
In this document, Allen & Overy means Allen & Overy LLP and/or its affiliated undertakings.  The term partner is used to refer to a member of Allen & Overy LLP or an employee or consultant with equivalent standing and qualifications or an individual with equivalent status in one of Allen & Overy LLP's affiliated undertakings.",MarketingDisclaimer
63,"Trilegal",1,English (UK),bmkMarketingDisclaimer,"Allen & Overy LLP
One Bishops Square, London E1 6AD United Kingdom | Tel +44 (0)20 3088 0000 | Fax +44 (0)20 3088 0088 | www.allenovery.com
In this document, Allen & Overy means Allen & Overy LLP and/or its affiliated undertakings.  The term partner is used to refer to a member of Allen & Overy LLP or an employee or consultant with equivalent standing and qualifications or an individual with equivalent status in one of Allen & Overy LLP's affiliated undertakings.
TO THE EXTENT THIS DOCUMENT ADDRESSES INDIAN LAW, THE CONTENTS HAVE BEEN PREPARED BY TRILEGAL. ALLEN & OVERY DOES NOT HOLD ITSELF OUT AS GIVING ADVICE ON INDIAN LAW IN THIS OR ANY OTHER PUBLICATION. HOWEVER, THROUGH A NON EXCLUSIVE REFERRAL ARRANGEMENT WITH THE INDIAN LAW FIRM TRILEGAL, ALLEN & OVERY IS ABLE TO ENSURE THAT CLIENTS GET ACCESS TO A HIGH STANDARD OF LEGAL ADVICE ON INDIAN ISSUES.",MarketingDisclaimer
64,"Singapore - AOA",1,English (UK),bmkMarketingDisclaimer,"Allen & Overy LLP
50 Collyer Quay, #09-01 OUE Bayfront Singapore 049321 | Tel +65 (0)6671 6000 | Fax +65 (0)6671 6499 | www.allenovery.com
In this document, Allen & Overy means Allen & Overy LLP and/or its affiliated undertakings.  The term partner is used to refer to a member of Allen & Overy LLP or an employee or consultant with equivalent standing and qualifications or an individual with equivalent status in one of Allen & Overy LLP's affiliated undertakings.",MarketingDisclaimer
65,"Singapore",1,English (UK),bmkMarketingDisclaimer,"Allen & Overy LLP
50 Collyer Quay, #09-01 OUE Bayfront Singapore 049321 | Tel +65 (0)6671 6000 | Fax +65 (0)6671 6499 | www.allenovery.com
In this document, Allen & Overy means Allen & Overy LLP and/or its affiliated undertakings.  The term partner is used to refer to a member of Allen & Overy LLP or an employee or consultant with equivalent standing and qualifications or an individual with equivalent status in one of Allen & Overy LLP's affiliated undertakings.",MarketingDisclaimer
66,"Istanbul - Admin",1,English (UK),bmkMarketingDisclaimer,"Allen & Overy LLP
One Bishops Square, London E1 6AD United Kingdom | Tel +44 (0)20 3088 0000 | Fax +44 (0)20 3088 0088 |
www.allenovery.com
In this document, Allen & Overy means Allen & Overy LLP and/or its affiliated undertakings.  The term partner is used to refer to a member of Allen & Overy LLP or an employee or consultant with equivalent standing and qualifications or an individual with equivalent status in one of Allen & Overy LLP's affiliated undertakings.",MarketingDisclaimer
66,"Istanbul - Admin",18,Turkish,bmkMarketingDisclaimer,"Allen & Overy Danışmanlık Hizmetleri Avukatlık Ortaklığı is a foreign attorney partnership formed under Turkish Attorneyship Law and registered with the Istanbul Bar to provide consultancy services on international and foreign law.
Buyukdere Caddesi No 209, Tekfen Tower, Kat 8, Office: 805, 4. Levent 34394 Istanbul Turkey | Tel +90 (0)212 371 8595 | Fax +90 (0)212 371 8598 | www.allenovery.com",MarketingDisclaimer
67,"Istanbul - Law",1,English (UK),bmkMarketingDisclaimer,"Allen & Overy Danışmanlık Hizmetleri Avukatlık Ortaklığı is a foreign attorney partnership formed under Turkish Attorneyship Law and registered with the Istanbul Bar to provide consultancy services on international and foreign law.
Buyukdere Caddesi No 209, Tekfen Tower, Kat 8, Office: 805, 4. Levent 34394 Istanbul Turkey | Tel +90 (0)212 371 8595 | Fax +90 (0)212 371 8598 | www.allenovery.com",MarketingDisclaimer
67,"Istanbul - Law",18,Turkish,bmkMarketingDisclaimer," ",MarketingDisclaimer
68,"Ho Chi Minh City",1,English (UK),bmkMarketingDisclaimer,"Allen & Overy (Vietnam) Limited Liability Company
5th Floor, Pacific Place, 83B Ly Thuong Kiet, Hoan Kiem District, Hanoi Vietnam | Tel +84 4 6270 5388 | Fax +84 4 6270 5399
39th Floor, Bitexco Financial Tower, 2 Hai Trieu, Ben Nghe Ward, District 1, Ho Chi Minh City Vietnam | Tel +84 8 6288 4888 | Fax +84 8 6288 4999
www.allenovery.com
In this document, Allen & Overy means Allen & Overy LLP and/or its affiliated undertakings. The term partner is used to refer to a member of Allen & Overy LLP or an employee or consultant with equivalent standing and qualifications or an individual with equivalent status in one of Allen & Overy LLP's affiliated undertakings.",MarketingDisclaimer
68,"Ho Chi Minh City",19,Vietnamese,bmkMarketingDisclaimer,"Công ty Luật TNHH Allen & Overy (Việt Nam)
Tầng 5, Tòa nhà Pacific Place, 83B Lý Thường Kiệt, Quận Hoàn Kiếm, Hà Nội, Việt Nam | ĐT: +84 4 6270 5388 | Fax: +84 4 6270 5399
Tầng 39, Tháp tài chính Bitexco, Số 2 Hải Triều, Phường Bến Nghé, Quận 1, Tp. Hồ Chí Minh | ĐT: +84 8 6288 4888 | Fax: +84 8 6288 4999
www.allenovery.com
Trong tài liệu này, Allen & Overy có nghĩa là Công ty Hợp danh TNHH Allen & Overy và/hoặc các công ty trực thuộc. Thuật ngữ luật sư thành viên được sử dụng để chỉ một thành viên của Công ty Hợp danh TNHH Allen & Overy hoặc một người lao động, một luật sư cố vấn có vị trí và trình độ tương đương hoặc dùng để chỉ một cá nhân có địa vị tương đương tại một trong các công ty trực thuộc của Công ty Hợp danh TNHH Allen & Overy.",MarketingDisclaimer
69,"Hanoi",1,English (UK),bmkMarketingDisclaimer,"Allen & Overy (Vietnam) Limited Liability Company
5th Floor, Pacific Place, 83B Ly Thuong Kiet, Hoan Kiem District, Hanoi Vietnam | Tel +84 4 6270 5388 | Fax +84 4 6270 5399
39th Floor, Bitexco Financial Tower, 2 Hai Trieu, Ben Nghe Ward, District 1, Ho Chi Minh City Vietnam | Tel +84 8 6288 4888 | Fax +84 8 6288 4999
www.allenovery.com
In this document, Allen & Overy means Allen & Overy LLP and/or its affiliated undertakings. The term partner is used to refer to a member of Allen & Overy LLP or an employee or consultant with equivalent standing and qualifications or an individual with equivalent status in one of Allen & Overy LLP's affiliated undertakings.",MarketingDisclaimer
69,"Hanoi",19,Vietnamese,bmkMarketingDisclaimer,"Công ty Luật TNHH Allen & Overy (Việt Nam)
Tầng 5, Tòa nhà Pacific Place, 83B Lý Thường Kiệt, Quận Hoàn Kiếm, Hà Nội, Việt Nam | ĐT: +84 4 6270 5388 | Fax: +84 4 6270 5399
Tầng 39, Tháp tài chính Bitexco, Số 2 Hải Triều, Phường Bến Nghé, Quận 1, Tp. Hồ Chí Minh | ĐT: +84 8 6288 4888 | Fax: +84 8 6288 4999
www.allenovery.com
Trong tài liệu này, Allen & Overy có nghĩa là Công ty Hợp danh TNHH Allen & Overy và/hoặc các công ty trực thuộc. Thuật ngữ luật sư thành viên được sử dụng để chỉ một thành viên của Công ty Hợp danh TNHH Allen & Overy hoặc một người lao động, một luật sư cố vấn có vị trí và trình độ tương đương hoặc dùng để chỉ một cá nhân có địa vị tương đương tại một trong các công ty trực thuộc của Công ty Hợp danh TNHH Allen & Overy.",MarketingDisclaimer
1,"Amsterdam",,,bmkFax,"+31 20 674 1111",Fax
2,"Antwerp",,,bmkFax,"+32 (0)3 287 7244",Fax
3,"Beijing",,,bmkFax,"+86 10 6535 4199",Fax
